,rank,class_name,space_number,synonym,name,author,year,father
202,species,"Lagothrix ubericola Elliot, 1909 ",26,1,Lagothrix ubericola Elliot,, 1909 ,Lagothrix lagothricha 
203,subspecies,"Lagothrix lagothricha lagothricha (Humboldt, 1812) ",24,0,Lagothrix lagothricha lagothricha ,Humboldt,1812,Lagothrix lagothricha 
204,species,"Gastrimargus infumatus Spix, 1823 ",26,1,Gastrimargus infumatus Spix,, 1823 ,Lagothrix lagothricha 
205,subspecies,"Lagothrix lagothricha lugens Elliot, 1907 ",24,0,Lagothrix lagothricha lugens Elliot,, 1907 ,Lagothrix lagothricha 
206,subspecies,"Lagothrix lugens defleri Mantilla-Meluk, 2013 ",26,1,Lagothrix lugens defleri Mantilla-Meluk,, 2013 ,Lagothrix lagothricha 
207,subspecies,"Lagothrix lugens lugens Elliot, 1907 ",26,1,Lagothrix lugens lugens Elliot,, 1907 ,Lagothrix lagothricha 
208,subspecies,"Lagothrix lugens sapiens Mantilla-Meluk, 2013 ",26,1,Lagothrix lugens sapiens Mantilla-Meluk,, 2013 ,Lagothrix lagothricha 
209,species,"Lagothrix lugens Elliot, 1907 ",26,1,Lagothrix lugens Elliot,, 1907 ,Lagothrix lagothricha 
210,subspecies,"Lagothrix lagothricha poeppigii Schinz, 1844 ",24,0,Lagothrix lagothricha poeppigii Schinz,, 1844 ,Lagothrix lagothricha 
211,species,"Lagothrix castelnaui I. Geoffroy Saint-Hilaire & Deville, 1848 ",26,1,Lagothrix castelnaui I. Geoffroy Saint-Hilaire & Deville,, 1848 ,Lagothrix lagothricha 
212,species,"Lagothrix poeppigii Schinz, 1844 ",26,1,Lagothrix poeppigii Schinz,, 1844 ,Lagothrix lagothricha 
213,subspecies,"Lagothrix lagothricha tschudii Pucheran, 1857 ",24,0,Lagothrix lagothricha tschudii Pucheran,, 1857 ,Lagothrix lagothricha 
214,species,"Alouatta nigra J. A. Allen, 1900 ",26,1,Alouatta nigra J. A. Allen,, 1900 ,Lagothrix lagothricha 
215,subspecies,"Lagothrix cana tschudii Pucheran, 1857 ",26,1,Lagothrix cana tschudii Pucheran,, 1857 ,Lagothrix lagothricha 
216,species,"Lagothrix thomasi Elliot, 1909 ",26,1,Lagothrix thomasi Elliot,, 1909 ,Lagothrix lagothricha 
217,family,"Callitrichidae Gray, 1821 ",16,0,Callitrichidae Gray,, 1821 ,Simiiformes Haeckel
218,subfamily,"Callitrichinae Gray, 1821 ",18,1,Callitrichinae Gray,, 1821 ,Simiiformes Haeckel
219,genus,"Callimico Miranda Ribeiro, 1912 ",18,0,Callimico Miranda Ribeiro,, 1912 ,Callitrichidae Gray
220,species,"Callimico goeldii (Thomas, 1904) ",20,0,Callimico goeldii ,Thomas,1904,Callimico Miranda Ribeiro
221,species,"Callimico snethlageri Miranda Ribeiro, 1912 ",22,1,Callimico snethlageri Miranda Ribeiro,, 1912 ,Callimico Miranda Ribeiro
222,genus,"Callithrix Erxleben, 1777 ",18,0,Callithrix Erxleben,, 1777 ,Callitrichidae Gray
223,subgenus,"Anthopithecus F. Cuvier, 1829 ",20,1,Anthopithecus F. Cuvier,, 1829 ,Callitrichidae Gray
224,subgenus,"Arctopithecus G. Cuvier, 1819 ",20,1,Arctopithecus G. Cuvier,, 1819 ,Callitrichidae Gray
225,subgenus,"Callithrix Erxleben, 1777 ",20,1,Callithrix Erxleben,, 1777 ,Callitrichidae Gray
226,subgenus,"Hapales F. Cuvier, 1829 ",20,1,Hapales F. Cuvier,, 1829 ,Callitrichidae Gray
227,subgenus,"Hapale Illiger, 1811 ",20,1,Hapale Illiger,, 1811 ,Callitrichidae Gray
228,subgenus,"Harpale Gray, 1821 ",20,1,Harpale Gray,, 1821 ,Callitrichidae Gray
229,subgenus,"Iacchus Spix, 1823 ",20,1,Iacchus Spix,, 1823 ,Callitrichidae Gray
230,subgenus,"Jacchus É. Geoffroy Saint-Hilaire, 1812 ",20,1,Jacchus É. Geoffroy Saint-Hilaire,, 1812 ,Callitrichidae Gray
231,subgenus,"Ouistitis Burnett, 1826 ",20,1,Ouistitis Burnett,, 1826 ,Callitrichidae Gray
232,subgenus,"Sagoinus Kerr, 1792 ",20,1,Sagoinus Kerr,, 1792 ,Callitrichidae Gray
233,subgenus,"Sagoin Desmarest, 1804 ",20,1,Sagoin Desmarest,, 1804 ,Callitrichidae Gray
234,subgenus,"Sagouin Lacépède, 1799 ",20,1,Sagouin Lacépède,, 1799 ,Callitrichidae Gray
235,subgenus,"Saguin Fischer, 1803 ",20,1,Saguin Fischer,, 1803 ,Callitrichidae Gray
236,species,"Callithrix aurita (É. Geoffroy Saint-Hilaire, 1812) ",20,0,Callithrix aurita ,É. Geoffroy Saint-Hilaire,1812,Callithrix Erxleben
237,subspecies,"Hapale caelestis itatiayae Avila-Pires, 1959 ",22,1,Hapale caelestis itatiayae Avila-Pires,, 1959 ,Callithrix Erxleben
238,species,"Hapale coelestis Miranda Ribeiro, 1924 ",22,1,Hapale coelestis Miranda Ribeiro,, 1924 ,Callithrix Erxleben
239,species,"Hapale petronius Miranda Ribeiro, 1924 ",22,1,Hapale petronius Miranda Ribeiro,, 1924 ,Callithrix Erxleben
240,species,"Callithrix flaviceps (Thomas, 1903) ",20,0,Callithrix flaviceps ,Thomas,1903,Callithrix Erxleben
241,species,"Callithrix geoffroyi (Humboldt, 1812) ",20,0,Callithrix geoffroyi ,Humboldt,1812,Callithrix Erxleben
242,species,"Hapale melanotis Lesson, 1840 ",22,1,Hapale melanotis Lesson,, 1840 ,Callithrix Erxleben
243,species,"Jacchus leucocephalus Humboldt, 1812 ",22,1,Jacchus leucocephalus Humboldt,, 1812 ,Callithrix Erxleben
244,species,"Jacchus leucogenys Gray, 1870 ",22,1,Jacchus leucogenys Gray,, 1870 ,Callithrix Erxleben
245,species,"Jacchus maximiliani Reichenbach, 1862 ",22,1,Jacchus maximiliani Reichenbach,, 1862 ,Callithrix Erxleben
246,species,"Simia albifrons Thunberg, 1819 ",22,1,Simia albifrons Thunberg,, 1819 ,Callithrix Erxleben
247,species,"Simia geoffroyi Humboldt, 1812 ",22,1,Simia geoffroyi Humboldt,, 1812 ,Callithrix Erxleben
248,species,"Callithrix jacchus (Linnaeus, 1758) ",20,0,Callithrix jacchus ,Linnaeus,1758,Callithrix Erxleben
249,species,"Hapale communis (South, 1845) ",22,1,Hapale communis ,South,1845,Callithrix Erxleben
250,species,"Hapale leucotis Lesson, 1840 ",22,1,Hapale leucotis Lesson,, 1840 ,Callithrix Erxleben
251,species,"Jacchus albicollis Spix, 1823 ",22,1,Jacchus albicollis Spix,, 1823 ,Callithrix Erxleben
252,subspecies,"Jacchus vulgaris rufus Fischer, 1829 ",22,1,Jacchus vulgaris rufus Fischer,, 1829 ,Callithrix Erxleben
253,species,"Jacchus vulgaris Humboldt, 1812 ",22,1,Jacchus vulgaris Humboldt,, 1812 ,Callithrix Erxleben
254,subspecies,"Simia jacchus moschatus Kerr, 1792 ",22,1,Simia jacchus moschatus Kerr,, 1792 ,Callithrix Erxleben
255,species,"Simia jacchus Linnaeus, 1758 ",22,1,Simia jacchus Linnaeus,, 1758 ,Callithrix Erxleben
256,species,"Callithrix kuhlii Coimbra-Filho, 1985 ",20,0,Callithrix kuhlii Coimbra-Filho,, 1985 ,Callithrix Erxleben
257,species,"Callithrix penicillata (É. Geoffroy Saint-Hilaire, 1812) ",20,0,Callithrix penicillata ,É. Geoffroy Saint-Hilaire,1812,Callithrix Erxleben
258,subspecies,"Callithrix penicillata jordani Thomas, 1904 ",22,1,Callithrix penicillata jordani Thomas,, 1904 ,Callithrix Erxleben
259,species,"Hapale trigonifer Reichenbach, 1862 ",22,1,Hapale trigonifer Reichenbach,, 1862 ,Callithrix Erxleben
260,genus,"Cebuella Gray, 1866 ",18,0,Cebuella Gray,, 1866 ,Callitrichidae Gray
261,subgenus,"Cebuella Gray, 1866 ",20,1,Cebuella Gray,, 1866 ,Callitrichidae Gray
262,species,"Cebuella niveiventris Lönnberg, 1940 ",20,0,Cebuella niveiventris Lönnberg,, 1940 ,Cebuella Gray
263,subspecies,"Callithrix pygmaea niveiventris (Lönnberg, 1940) ",22,1,Callithrix pygmaea niveiventris ,Lönnberg,1940,Cebuella Gray
264,subspecies,"Cebuella pygmaea niveiventris Lönnberg, 1940 ",22,1,Cebuella pygmaea niveiventris Lönnberg,, 1940 ,Cebuella Gray
265,species,"Cebuella pygmaea (Spix, 1823) ",20,0,Cebuella pygmaea ,Spix,1823,Cebuella Gray
266,species,"Callithrix pygmaea (Spix, 1823) ",22,1,Callithrix pygmaea ,Spix,1823,Cebuella Gray
267,subspecies,"Cebuella pygmaea pygmaea (Spix, 1823) ",22,1,Cebuella pygmaea pygmaea ,Spix,1823,Cebuella Gray
268,species,"Hapale nigra Schinz, 1844 ",22,1,Hapale nigra Schinz,, 1844 ,Cebuella Gray
269,species,"Jacchus pygmaeus Spix, 1823 ",22,1,Jacchus pygmaeus Spix,, 1823 ,Cebuella Gray
270,species,"Midas leoninus Bates, 1864 ",22,1,Midas leoninus Bates,, 1864 ,Cebuella Gray
271,genus,"Leontocebus Wagner, 1840 ",18,0,Leontocebus Wagner,, 1840 ,Callitrichidae Gray
272,species,"Leontocebus cruzlimai (Hershkovitz, 1966) ",20,0,Leontocebus cruzlimai ,Hershkovitz,1966,Leontocebus Wagner
273,species,"Saguinus cruzlimai Hershkovitz, 1966 ",22,1,Saguinus cruzlimai Hershkovitz,, 1966 ,Leontocebus Wagner
274,subspecies,"Saguinus fuscicollis cruzlimai Hershkovitz, 1966 ",22,1,Saguinus fuscicollis cruzlimai Hershkovitz,, 1966 ,Leontocebus Wagner
275,species,"Leontocebus fuscicollis (Spix, 1823) ",20,0,Leontocebus fuscicollis ,Spix,1823,Leontocebus Wagner
276,species,"Midas fuscicollis Spix, 1823 ",22,1,Midas fuscicollis Spix,, 1823 ,Leontocebus Wagner
277,subspecies,"Saguinus fuscicollis acrensis Carvalho, 1957 ",22,1,Saguinus fuscicollis acrensis Carvalho,, 1957 ,Leontocebus Wagner
278,species,"Saguinus fuscicollis (Spix, 1823) ",22,1,Saguinus fuscicollis ,Spix,1823,Leontocebus Wagner
279,subspecies,"Leontocebus fuscicollis avilapiresi (Hershkovitz, 1966) ",22,0,Leontocebus fuscicollis avilapiresi ,Hershkovitz,1966,Leontocebus fuscicollis 
280,subspecies,"Saguinus fuscicollis avilapiresi Hershkovitz, 1966 ",24,1,Saguinus fuscicollis avilapiresi Hershkovitz,, 1966 ,Leontocebus fuscicollis 
281,subspecies,"Leontocebus fuscicollis fuscicollis (Spix, 1823) ",22,0,Leontocebus fuscicollis fuscicollis ,Spix,1823,Leontocebus fuscicollis 
282,species,"Midas flavifrons I. Geoffroy Saint-Hilaire & Deville, 1848 ",24,1,Midas flavifrons I. Geoffroy Saint-Hilaire & Deville,, 1848 ,Leontocebus fuscicollis 
283,subspecies,"Saguinus fuscicollis fuscicollis (Spix, 1823) ",24,1,Saguinus fuscicollis fuscicollis ,Spix,1823,Leontocebus fuscicollis 
284,subspecies,"Leontocebus fuscicollis mura (Röhe, Silva Jr., Sampaio & Rylands, 2009) ",22,0,Leontocebus fuscicollis mura ,Röhe,2009,Leontocebus fuscicollis 
285,subspecies,"Saguinus fuscicollis mura Röhe, Silva Jr., Sampaio & Rylands, 2009 ",24,1,Saguinus fuscicollis mura Röhe,, 2009 ,Leontocebus fuscicollis 
286,subspecies,"Leontocebus fuscicollis primitivus (Hershkovitz, 1977) ",22,0,Leontocebus fuscicollis primitivus ,Hershkovitz,1977,Leontocebus fuscicollis 
287,subspecies,"Saguinus fuscicollis primitivus Hershkovitz, 1977 ",24,1,Saguinus fuscicollis primitivus Hershkovitz,, 1977 ,Leontocebus fuscicollis 
288,species,"Leontocebus fuscus (Lesson, 1840) ",20,0,Leontocebus fuscus ,Lesson,1840,Leontocebus Wagner
289,subspecies,"Leontocebus fuscicollis fuscus (Lesson, 1840) ",22,1,Leontocebus fuscicollis fuscus ,Lesson,1840,Leontocebus Wagner
290,species,"Leontopithecus fuscus Lesson, 1840 ",22,1,Leontopithecus fuscus Lesson,, 1840 ,Leontocebus Wagner
291,subspecies,"Saguinus fuscicollis fuscus (Lesson, 1840) ",22,1,Saguinus fuscicollis fuscus ,Lesson,1840,Leontocebus Wagner
292,species,"Saguinus fuscus (Lesson, 1840) ",22,1,Saguinus fuscus ,Lesson,1840,Leontocebus Wagner
293,species,"Simia leonina Humboldt, 1805 ",22,1,Simia leonina Humboldt,, 1805 ,Leontocebus Wagner
294,species,"Leontocebus illigeri (Pucheran, 1845) ",20,0,Leontocebus illigeri ,Pucheran,1845,Leontocebus Wagner
295,species,"Hapale devillei I. Geoffroy Saint-Hilaire, 1850 ",22,1,Hapale devillei I. Geoffroy Saint-Hilaire,, 1850 ,Leontocebus Wagner
296,species,"Leontocebus mounseyi Thomas, 1920 ",22,1,Leontocebus mounseyi Thomas,, 1920 ,Leontocebus Wagner
297,species,"Mystax bluntschlii Matschie, 1915 ",22,1,Mystax bluntschlii Matschie,, 1915 ,Leontocebus Wagner
298,subspecies,"Saguinus fuscicollis illigeri (Pucheran, 1845) ",22,1,Saguinus fuscicollis illigeri ,Pucheran,1845,Leontocebus Wagner
299,species,"Saguinus illigeri (Pucheran, 1845) ",22,1,Saguinus illigeri ,Pucheran,1845,Leontocebus Wagner
300,species,"Leontocebus lagonotus (Jiménez de la Espada, 1870) ",20,0,Leontocebus lagonotus ,Jiménez de la Espada,1870,Leontocebus Wagner
301,species,"Midas apiculatus Thomas, 1904 ",22,1,Midas apiculatus Thomas,, 1904 ,Leontocebus Wagner
302,species,"Midas lagonotus Jiménez de la Espada, 1870 ",22,1,Midas lagonotus Jiménez de la Espada,, 1870 ,Leontocebus Wagner
303,subspecies,"Saguinus fuscicollis lagonotus (Jiménez de la Espada, 1870) ",22,1,Saguinus fuscicollis lagonotus ,Jiménez de la Espada,1870,Leontocebus Wagner
304,species,"Saguinus lagonotus (Jiménez de la Espada, 1870) ",22,1,Saguinus lagonotus ,Jiménez de la Espada,1870,Leontocebus Wagner
305,species,"Leontocebus leucogenys (Gray, 1866) ",20,0,Leontocebus leucogenys ,Gray,1866,Leontocebus Wagner
306,species,"Leontocebus pacator Thomas, 1914 ",22,1,Leontocebus pacator Thomas,, 1914 ,Leontocebus Wagner
307,subspecies,"Mystax devillei micans (Thomas, 1928) ",22,1,Mystax devillei micans ,Thomas,1928,Leontocebus Wagner
308,subspecies,"Saguinus fuscicollis leucogenys (Gray, 1866) ",22,1,Saguinus fuscicollis leucogenys ,Gray,1866,Leontocebus Wagner
309,species,"Saguinus leucogenys (Gray, 1866) ",22,1,Saguinus leucogenys ,Gray,1866,Leontocebus Wagner
310,species,"Leontocebus nigricollis (Spix, 1823) ",20,0,Leontocebus nigricollis ,Spix,1823,Leontocebus Wagner
311,species,"Midas nigricollis Spix, 1823 ",22,1,Midas nigricollis Spix,, 1823 ,Leontocebus Wagner
312,species,"Saguinus nigricollis (Spix, 1823) ",22,1,Saguinus nigricollis ,Spix,1823,Leontocebus Wagner
313,subspecies,"Leontocebus nigricollis graellsi (Jiménez de la Espada, 1870) ",22,0,Leontocebus nigricollis graellsi ,Jiménez de la Espada,1870,Leontocebus nigricollis 
314,species,"Saguinus graellsi (Jiménez de la Espada, 1870) ",24,1,Saguinus graellsi ,Jiménez de la Espada,1870,Leontocebus nigricollis 
315,subspecies,"Saguinus nigricollis graellsi (Jiménez de la Espada, 1870) ",24,1,Saguinus nigricollis graellsi ,Jiménez de la Espada,1870,Leontocebus nigricollis 
316,subspecies,"Leontocebus nigricollis hernandezi (Hershkovitz, 1982) ",22,0,Leontocebus nigricollis hernandezi ,Hershkovitz,1982,Leontocebus nigricollis 
317,subspecies,"Saguinus nigricollis hernandezi Hershkovitz, 1982 ",24,1,Saguinus nigricollis hernandezi Hershkovitz,, 1982 ,Leontocebus nigricollis 
318,subspecies,"Leontocebus nigricollis nigricollis (Spix, 1823) ",22,0,Leontocebus nigricollis nigricollis ,Spix,1823,Leontocebus nigricollis 
319,species,"Midas rufoniger I. Geoffroy Saint-Hilaire & Deville, 1848 ",24,1,Midas rufoniger I. Geoffroy Saint-Hilaire & Deville,, 1848 ,Leontocebus nigricollis 
320,subspecies,"Saguinus nigricollis nigricollis (Spix, 1823) ",24,1,Saguinus nigricollis nigricollis ,Spix,1823,Leontocebus nigricollis 
321,species,"Leontocebus nigrifrons (I. Geoffroy Saint-Hilaire, 1850) ",20,0,Leontocebus nigrifrons ,I. Geoffroy Saint-Hilaire,1850,Leontocebus Wagner
322,species,"Hapale nigrifrons I. Geoffroy Saint-Hilaire, 1850 ",22,1,Hapale nigrifrons I. Geoffroy Saint-Hilaire,, 1850 ,Leontocebus Wagner
323,subspecies,"Mystax nigrifrons pebilis Thomas, 1928 ",22,1,Mystax nigrifrons pebilis Thomas,, 1928 ,Leontocebus Wagner
324,subspecies,"Saguinus fuscicollis nigrifrons (I. Geoffroy Saint-Hilaire, 1850) ",22,1,Saguinus fuscicollis nigrifrons ,I. Geoffroy Saint-Hilaire,1850,Leontocebus Wagner
325,species,"Saguinus nigrifrons (I. Geoffroy Saint-Hilaire, 1850) ",22,1,Saguinus nigrifrons ,I. Geoffroy Saint-Hilaire,1850,Leontocebus Wagner
326,species,"Leontocebus tripartitus (A. Milne-Edwards, 1878) ",20,0,Leontocebus tripartitus ,A. Milne-Edwards,1878,Leontocebus Wagner
327,species,"Midas tripartitus A. Milne-Edwards, 1878 ",22,1,Midas tripartitus A. Milne-Edwards,, 1878 ,Leontocebus Wagner
328,species,"Saguinus tripartitus (A. Milne-Edwards, 1878) ",22,1,Saguinus tripartitus ,A. Milne-Edwards,1878,Leontocebus Wagner
329,species,"Leontocebus weddelli (Deville, 1849) ",20,0,Leontocebus weddelli ,Deville,1849,Leontocebus Wagner
330,species,"Leontocebus purillus Thomas, 1914 ",22,1,Leontocebus purillus Thomas,, 1914 ,Leontocebus Wagner
331,species,"Mystax imberbis Lönnberg, 1940 ",22,1,Mystax imberbis Lönnberg,, 1940 ,Leontocebus Wagner
332,subspecies,"Saguinus fuscicollis weddelli (Deville, 1849) ",22,1,Saguinus fuscicollis weddelli ,Deville,1849,Leontocebus Wagner
333,species,"Saguinus weddelli (Deville, 1849) ",22,1,Saguinus weddelli ,Deville,1849,Leontocebus Wagner
334,subspecies,"Leontocebus weddelli crandalli (Hershkovitz, 1966) ",22,0,Leontocebus weddelli crandalli ,Hershkovitz,1966,Leontocebus weddelli 
335,subspecies,"Saguinus fuscicollis crandalli Hershkovitz, 1966 ",24,1,Saguinus fuscicollis crandalli Hershkovitz,, 1966 ,Leontocebus weddelli 
336,subspecies,"Saguinus weddelli crandalli Hershkovitz, 1966 ",24,1,Saguinus weddelli crandalli Hershkovitz,, 1966 ,Leontocebus weddelli 
337,subspecies,"Leontocebus weddelli melanoleucus (Miranda Ribeiro, 1912) ",22,0,Leontocebus weddelli melanoleucus ,Miranda Ribeiro,1912,Leontocebus weddelli 
338,species,"Leontocebus hololeucus Pinto, 1937 ",24,1,Leontocebus hololeucus Pinto,, 1937 ,Leontocebus weddelli 
339,subspecies,"Saguinus fuscicollis acrensis Carvalho, 1957 ",24,1,Saguinus fuscicollis acrensis Carvalho,, 1957 ,Leontocebus weddelli 
340,species,"Saguinus melanoleucus (Miranda Ribeiro, 1912) ",24,1,Saguinus melanoleucus ,Miranda Ribeiro,1912,Leontocebus weddelli 
341,subspecies,"Saguinus weddelli melanoleucus (Miranda Ribeiro, 1912) ",24,1,Saguinus weddelli melanoleucus ,Miranda Ribeiro,1912,Leontocebus weddelli 
342,subspecies,"Leontocebus weddelli weddelli (Deville, 1849) ",22,0,Leontocebus weddelli weddelli ,Deville,1849,Leontocebus weddelli 
343,subspecies,"Saguinus weddelli weddelli (Deville, 1849) ",24,1,Saguinus weddelli weddelli ,Deville,1849,Leontocebus weddelli 
344,genus,"Leontopithecus Lesson, 1840 ",18,0,Leontopithecus Lesson,, 1840 ,Callitrichidae Gray
345,genus,"Leontideus Cabrera, 1956 ",20,1,Leontideus Cabrera,, 1956 ,Callitrichidae Gray
346,genus,"Leontocebus Elliot, 1913 ",20,1,Leontocebus Elliot,, 1913 ,Callitrichidae Gray
347,species,"Leontopithecus caissara Lorini & Persson, 1990 ",20,0,Leontopithecus caissara Lorini & Persson,, 1990 ,Leontopithecus Lesson
348,species,"Leontopithecus chrysomelas (Kuhl, 1820) ",20,0,Leontopithecus chrysomelas ,Kuhl,1820,Leontopithecus Lesson
349,species,"Leontopithecus chrysopygus (Mikan, 1823) ",20,0,Leontopithecus chrysopygus ,Mikan,1823,Leontopithecus Lesson
350,species,"Leontopithecus rosalia (Linnaeus, 1766) ",20,0,Leontopithecus rosalia ,Linnaeus,1766,Leontopithecus Lesson
351,subspecies,"Jacchus rosalia brasiliensis Fischer, 1829 ",22,1,Jacchus rosalia brasiliensis Fischer,, 1829 ,Leontopithecus Lesson
352,subspecies,"Jacchus rosalia guyannensis Fischer, 1829 ",22,1,Jacchus rosalia guyannensis Fischer,, 1829 ,Leontopithecus Lesson
353,species,"Leontocebus leoninus Pocock, 1914 ",22,1,Leontocebus leoninus Pocock,, 1914 ,Leontopithecus Lesson
354,species,"Leontopithecus aurora Elliot, 1913 ",22,1,Leontopithecus aurora Elliot,, 1913 ,Leontopithecus Lesson
355,species,"Leontopithecus marikina Lesson, 1840 ",22,1,Leontopithecus marikina Lesson,, 1840 ,Leontopithecus Lesson
356,genus,"Mico Lesson, 1840 ",18,0,Mico Lesson,, 1840 ,Callitrichidae Gray
357,genus,"Callibella M.G.M. van Roosmalen & T. van Roosmalen, 2003 ",20,1,Callibella M.G.M. van Roosmalen & T. van Roosmalen,, 2003 ,Callitrichidae Gray
358,subgenus,"Liocephalus Wagner, 1840 ",20,1,Liocephalus Wagner,, 1840 ,Callitrichidae Gray
359,subgenus,"Micoella Gray, 1870 ",20,1,Micoella Gray,, 1870 ,Callitrichidae Gray
360,subgenus,"Mico Lesson, 1840 ",20,1,Mico Lesson,, 1840 ,Callitrichidae Gray
361,species,"Mico acariensis (M. van Roosmalen, T. van Roosmalen, Mittermeier & Rylands, 2000) ",20,0,Mico acariensis ,M. van Roosmalen,2000,Mico Lesson
362,species,"Callithrix acariensis M. van Roosmalen, T. van Roosmalen, Mittermeier & Rylands, 2000 ",22,1,Callithrix acariensis M. van Roosmalen,, 2000 ,Mico Lesson
363,species,"Mico argentatus (Linnaeus, 1771) ",20,0,Mico argentatus ,Linnaeus,1771,Mico Lesson
364,species,"Callithrix argentata (Linnaeus, 1771) ",22,1,Callithrix argentata ,Linnaeus,1771,Mico Lesson
365,species,"Mico chrysoleucos (Wagner, 1842) ",20,0,Mico chrysoleucos ,Wagner,1842,Mico Lesson
366,species,"Callithrix chrysoleuca (Wagner, 1842) ",22,1,Callithrix chrysoleuca ,Wagner,1842,Mico Lesson
367,species,"Mico sericeus Gray, 1868 ",22,1,Mico sericeus Gray,, 1868 ,Mico Lesson
368,species,"Mico emiliae (Thomas, 1920) ",20,0,Mico emiliae ,Thomas,1920,Mico Lesson
369,species,"Callithrix emiliae (Thomas, 1920) ",22,1,Callithrix emiliae ,Thomas,1920,Mico Lesson
370,species,"Mico humeralifer (É. Geoffroy Saint-Hilaire, 1812) ",20,0,Mico humeralifer ,É. Geoffroy Saint-Hilaire,1812,Mico Lesson
371,species,"Callithrix humeralifera (É. Geoffroy Saint-Hilaire, 1812) ",22,1,Callithrix humeralifera ,É. Geoffroy Saint-Hilaire,1812,Mico Lesson
372,species,"Hapale santaremensis Matschie, 1893 ",22,1,Hapale santaremensis Matschie,, 1893 ,Mico Lesson
373,species,"Mico humilis (M. van Roosmalen, T. van Roosmalen, Mittermeier & de Fonseca, 1998) ",20,0,Mico humilis ,M. van Roosmalen,1998,Mico Lesson
374,species,"Callibella humilis (M. van Roosmalen, T. van Roosmalen, Mittermeier & de Fonseca, 1998) ",22,1,Callibella humilis ,M. van Roosmalen,1998,Mico Lesson
375,species,"Callithrix humilis M. van Roosmalen, T. van Roosmalen, Mittermeier & de Fonseca, 1998 ",22,1,Callithrix humilis M. van Roosmalen,, 1998 ,Mico Lesson
376,species,"Mico intermedius (Hershkovitz, 1977) ",20,0,Mico intermedius ,Hershkovitz,1977,Mico Lesson
377,species,"Callithrix intermedia Hershkovitz, 1977 ",22,1,Callithrix intermedia Hershkovitz,, 1977 ,Mico Lesson
378,species,"Mico leucippe Thomas, 1922 ",20,0,Mico leucippe Thomas,, 1922 ,Mico Lesson
379,species,"Callithrix leucippe (Thomas, 1922) ",22,1,Callithrix leucippe ,Thomas,1922,Mico Lesson
380,species,"Mico marcai (Alperin, 1993) ",20,0,Mico marcai ,Alperin,1993,Mico Lesson
381,subspecies,"Callithrix argentata marcai Alperin, 1993 ",22,1,Callithrix argentata marcai Alperin,, 1993 ,Mico Lesson
382,species,"Callithrix manicorensis M. van Roosmalen, T. van Roosmalen, Mittermeier & Rylands, 2000 ",22,1,Callithrix manicorensis M. van Roosmalen,, 2000 ,Mico Lesson
383,species,"Callithrix marcai Alperin, 1993 ",22,1,Callithrix marcai Alperin,, 1993 ,Mico Lesson
384,species,"Mico manicorensis (M. van Roosmalen, T. van Roosmalen, Mittermeier & Rylands, 2000) ",22,1,Mico manicorensis ,M. van Roosmalen,2000,Mico Lesson
