,rank,class_name,space_number,synonym,name,author,year,father
1146,species,"Mandrillus sphinx (Linnaeus, 1758) ",26,0,Mandrillus sphinx ,Linnaeus,1758,Mandrillus Ritgen
1147,species,"Maimon burlacei Rothschild, 1922 ",28,1,Maimon burlacei Rothschild,, 1922 ,Mandrillus Ritgen
1148,species,"Mandrillus escherichi Matschie & Zukowsky, 1917 ",28,1,Mandrillus escherichi Matschie & Zukowsky,, 1917 ,Mandrillus Ritgen
1149,species,"Mandrillus hagenbecki Matschie & Zukowsky, 1917 ",28,1,Mandrillus hagenbecki Matschie & Zukowsky,, 1917 ,Mandrillus Ritgen
1150,species,"Mandrillus insularis Zukowsky, 1922 ",28,1,Mandrillus insularis Zukowsky,, 1922 ,Mandrillus Ritgen
1151,species,"Mandrillus schreberi Matschie, 1917 ",28,1,Mandrillus schreberi Matschie,, 1917 ,Mandrillus Ritgen
1152,species,"Mandrillus tessmanni Matschie & Zukowsky, 1917 ",28,1,Mandrillus tessmanni Matschie & Zukowsky,, 1917 ,Mandrillus Ritgen
1153,subspecies,"Mandrillus zenkeri ebolowae Matschie & Zukowsky, 1917 ",28,1,Mandrillus zenkeri ebolowae Matschie & Zukowsky,, 1917 ,Mandrillus Ritgen
1154,species,"Mandrillus zenkeri Matschie & Zukowsky, 1917 ",28,1,Mandrillus zenkeri Matschie & Zukowsky,, 1917 ,Mandrillus Ritgen
1155,species,"Papio planirostris Elliot, 1909 ",28,1,Papio planirostris Elliot,, 1909 ,Mandrillus Ritgen
1156,species,"Simia latidens Bechstein, 1799 ",28,1,Simia latidens Bechstein,, 1799 ,Mandrillus Ritgen
1157,species,"Simia madarogaster Zimmermann, 1780 ",28,1,Simia madarogaster Zimmermann,, 1780 ,Mandrillus Ritgen
1158,species,"Simia maimon (Linnaeus, 1766) ",28,1,Simia maimon ,Linnaeus,1766,Mandrillus Ritgen
1159,species,"Simia mormon Alströmer, 1766 ",28,1,Simia mormon Alströmer,, 1766 ,Mandrillus Ritgen
1160,species,"Simia pennanti Griffith, 1827 ",28,1,Simia pennanti Griffith,, 1827 ,Mandrillus Ritgen
1161,species,"Simia suilla Kerr, 1792 ",28,1,Simia suilla Kerr,, 1792 ,Mandrillus Ritgen
1162,genus,"Papio Erxleben, 1777 ",24,0,Papio Erxleben,, 1777 ,Papionini 
1163,genus,"Chaeropithecus Gervais, 1839 ",26,1,Chaeropithecus Gervais,, 1839 ,Papionini 
1164,genus,"Chaeropitheus Gervais, 1839 ",26,1,Chaeropitheus Gervais,, 1839 ,Papionini 
1165,genus,"Comopithecus J. A. Allen, 1925 ",26,1,Comopithecus J. A. Allen,, 1925 ,Papionini 
1166,genus,"Cynocephalus G. Cuvier & É. Geoffroy Saint-Hilaire, 1795 ",26,1,Cynocephalus G. Cuvier & É. Geoffroy Saint-Hilaire,, 1795 ,Papionini 
1167,genus,"Hamadryas Lesson, 1840 ",26,1,Hamadryas Lesson,, 1840 ,Papionini 
1168,species,"Papio anubis (Lesson, 1827) ",26,0,Papio anubis ,Lesson,1827,Papio Erxleben
1169,species,"Cynocephalus choras Ogilby, 1843 ",28,1,Cynocephalus choras Ogilby,, 1843 ,Papio Erxleben
1170,species,"Cynocephalus doguera Pucheran & Schimper, 1856 ",28,1,Cynocephalus doguera Pucheran & Schimper,, 1856 ,Papio Erxleben
1171,subspecies,"Papio anubis lestes Heller, 1913 ",28,1,Papio anubis lestes Heller,, 1913 ,Papio Erxleben
1172,subspecies,"Papio anubis niloticus Roth, 1965 ",28,1,Papio anubis niloticus Roth,, 1965 ,Papio Erxleben
1173,subspecies,"Papio anubis olivaceus de Winton, 1902 ",28,1,Papio anubis olivaceus de Winton,, 1902 ,Papio Erxleben
1174,subspecies,"Papio anubis tibestianus Dekeyser & Derivot, 1960 ",28,1,Papio anubis tibestianus Dekeyser & Derivot,, 1960 ,Papio Erxleben
1175,subspecies,"Papio anubis vigilis Heller, 1913 ",28,1,Papio anubis vigilis Heller,, 1913 ,Papio Erxleben
1176,species,"Papio furax Elliot, 1907 ",28,1,Papio furax Elliot,, 1907 ,Papio Erxleben
1177,species,"Papio graueri Lorenz, 1915 ",28,1,Papio graueri Lorenz,, 1915 ,Papio Erxleben
1178,species,"Papio heuglini Matschie, 1898 ",28,1,Papio heuglini Matschie,, 1898 ,Papio Erxleben
1179,species,"Papio lydekkeri Rothschild, 1902 ",28,1,Papio lydekkeri Rothschild,, 1902 ,Papio Erxleben
1180,species,"Papio neumanni Matschie, 1897 ",28,1,Papio neumanni Matschie,, 1897 ,Papio Erxleben
1181,species,"Papio nigeriae Elliot, 1909 ",28,1,Papio nigeriae Elliot,, 1909 ,Papio Erxleben
1182,species,"Papio silvestris Lorenz, 1915 ",28,1,Papio silvestris Lorenz,, 1915 ,Papio Erxleben
1183,species,"Papio tesselatum Elliot, 1909 ",28,1,Papio tesselatum Elliot,, 1909 ,Papio Erxleben
1184,species,"Papio werneri Wettstein, 1916 ",28,1,Papio werneri Wettstein,, 1916 ,Papio Erxleben
1185,species,"Papio yokoensis Matschie, 1900 ",28,1,Papio yokoensis Matschie,, 1900 ,Papio Erxleben
1186,species,"Papio cynocephalus (Linnaeus, 1766) ",26,0,Papio cynocephalus ,Linnaeus,1766,Papio Erxleben
1187,subspecies,"Papio cynocephalus cynocephalus (Linnaeus, 1766) ",28,0,Papio cynocephalus cynocephalus ,Linnaeus,1766,Papio cynocephalus 
1188,species,"Cercopithecus flavidus Peters, 1852 ",30,1,Cercopithecus flavidus Peters,, 1852 ,Papio cynocephalus 
1189,species,"Cercopithecus ochraceus Peters, 1852 ",30,1,Cercopithecus ochraceus Peters,, 1852 ,Papio cynocephalus 
1190,species,"Choiropithecus rhodesiae Hagner, 1918 ",30,1,Choiropithecus rhodesiae Hagner,, 1918 ,Papio cynocephalus 
1191,species,"Cynocephalus antiquorum Schinz, 1821 ",30,1,Cynocephalus antiquorum Schinz,, 1821 ,Papio cynocephalus 
1192,species,"Cynocephalus babouin Desmarest, 1820 ",30,1,Cynocephalus babouin Desmarest,, 1820 ,Papio cynocephalus 
1193,species,"Cynocephalus langheldi Matschie, 1892 ",30,1,Cynocephalus langheldi Matschie,, 1892 ,Papio cynocephalus 
1194,species,"Cynocephalus thoth Ogilby, 1843 ",30,1,Cynocephalus thoth Ogilby,, 1843 ,Papio cynocephalus 
1195,subspecies,"Papio cynocephalus jubilaeus Schwarz, 1928 ",30,1,Papio cynocephalus jubilaeus Schwarz,, 1928 ,Papio cynocephalus 
1196,species,"Papio pruinosus Thomas, 1897 ",30,1,Papio pruinosus Thomas,, 1897 ,Papio cynocephalus 
1197,species,"Papio strepitus Elliot, 1907 ",30,1,Papio strepitus Elliot,, 1907 ,Papio cynocephalus 
1198,species,"Simia basiliscus Schreber, 1800 ",30,1,Simia basiliscus Schreber,, 1800 ,Papio cynocephalus 
1199,species,"Simia sublutea Shaw, 1800 ",30,1,Simia sublutea Shaw,, 1800 ,Papio cynocephalus 
1200,species,"Simia variegata Kerr, 1792 ",30,1,Simia variegata Kerr,, 1792 ,Papio cynocephalus 
1201,subspecies,"Papio cynocephalus ibeanus Thomas, 1893 ",28,0,Papio cynocephalus ibeanus Thomas,, 1893 ,Papio cynocephalus 
1202,species,"Papio ruhei Zukowsky, 1942 ",30,1,Papio ruhei Zukowsky,, 1942 ,Papio cynocephalus 
1203,species,"Papio hamadryas (Linnaeus, 1758) ",26,0,Papio hamadryas ,Linnaeus,1758,Papio Erxleben
1204,species,"Cynocephalus wagleri Agassiz, 1828 ",28,1,Cynocephalus wagleri Agassiz,, 1828 ,Papio Erxleben
1205,species,"Hamadryas aegyptiaca Gray, 1870 ",28,1,Hamadryas aegyptiaca Gray,, 1870 ,Papio Erxleben
1206,species,"Hamadryas chaeropitheus Lesson, 1840 ",28,1,Hamadryas chaeropitheus Lesson,, 1840 ,Papio Erxleben
1207,species,"Papio arabicus Thomas, 1900 ",28,1,Papio arabicus Thomas,, 1900 ,Papio Erxleben
1208,species,"Papio brockmani Elliot, 1909 ",28,1,Papio brockmani Elliot,, 1909 ,Papio Erxleben
1209,species,"Simia cynamolgus Linnaeus, 1758 ",28,1,Simia cynamolgus Linnaeus,, 1758 ,Papio Erxleben
1210,species,"Theropithecus nedjo Reichenbach, 1863 ",28,1,Theropithecus nedjo Reichenbach,, 1863 ,Papio Erxleben
1211,species,"Papio kindae Lönnberg, 1919 ",26,0,Papio kindae Lönnberg,, 1919 ,Papio Erxleben
1212,subspecies,"Papio cynocephalus kindae Lönnberg, 1919 ",28,1,Papio cynocephalus kindae Lönnberg,, 1919 ,Papio Erxleben
1213,species,"Papio papio (Desmarest, 1820) ",26,0,Papio papio ,Desmarest,1820,Papio Erxleben
1214,species,"Cynocephalus olivaceus I. Geoffroy Saint-Hilaire, 1851 ",28,1,Cynocephalus olivaceus I. Geoffroy Saint-Hilaire,, 1851 ,Papio Erxleben
1215,species,"Papio rubescens Temminck, 1853 ",28,1,Papio rubescens Temminck,, 1853 ,Papio Erxleben
1216,species,"Papio ursinus (Kerr, 1792) ",26,0,Papio ursinus ,Kerr,1792,Papio Erxleben
1217,subspecies,"Papio ursinus griseipes Pocock, 1911 ",28,0,Papio ursinus griseipes Pocock,, 1911 ,Papio ursinus 
1218,species,"Cynocephalus transvaalensis Zukowsky, 1927 ",30,1,Cynocephalus transvaalensis Zukowsky,, 1927 ,Papio ursinus 
1219,subspecies,"Papio porcarius chobiensis Roberts, 1932 ",30,1,Papio porcarius chobiensis Roberts,, 1932 ,Papio ursinus 
1220,subspecies,"Papio porcarius ngamiensis Roberts, 1932 ",30,1,Papio porcarius ngamiensis Roberts,, 1932 ,Papio ursinus 
1221,subspecies,"Papio ursinus ruacana Shortridge, 1942 ",28,0,Papio ursinus ruacana Shortridge,, 1942 ,Papio ursinus 
1222,subspecies,"Papio ursinus chacamensis Roth, 1965 ",30,1,Papio ursinus chacamensis Roth,, 1965 ,Papio ursinus 
1223,subspecies,"Papio ursinus ursinus (Kerr, 1792) ",28,0,Papio ursinus ursinus ,Kerr,1792,Papio ursinus 
1224,species,"Cynocephalus capensis A. Smith, 1826 ",30,1,Cynocephalus capensis A. Smith,, 1826 ,Papio ursinus 
1225,species,"Papio comatus É. Geoffroy Saint-Hilaire, 1812 ",30,1,Papio comatus É. Geoffroy Saint-Hilaire,, 1812 ,Papio ursinus 
1226,subspecies,"Papio porcarius nigripes Roberts, 1932 ",30,1,Papio porcarius nigripes Roberts,, 1932 ,Papio ursinus 
1227,subspecies,"Papio porcarius occidentalis Goldblatt, 1926 ",30,1,Papio porcarius occidentalis Goldblatt,, 1926 ,Papio ursinus 
1228,subspecies,"Papio porcarius orientalis Goldblatt, 1926 ",30,1,Papio porcarius orientalis Goldblatt,, 1926 ,Papio ursinus 
1229,species,"Simia porcaria Boddaert, 1787 ",30,1,Simia porcaria Boddaert,, 1787 ,Papio ursinus 
1230,species,"Simia sphingiola Hermann, 1804 ",30,1,Simia sphingiola Hermann,, 1804 ,Papio ursinus 
1231,genus,"Rungwecebus Davenport, Stanley, Stargis, De Luca, Mpunga, Machaga & Olson, 2006 ",24,0,Rungwecebus Davenport,, 2006 ,Papionini 
1232,species,"Rungwecebus kipunji (Ehardt, Butynski, Jones & Davenport in Jones, Ehardt, Butynski, Davenport, Mpunga et al., 2005) ",26,0,Rungwecebus kipunji ,Ehardt,2005,Rungwecebus Davenport
1233,species,"Lophocebus kipunji Ehardt, Butynski, Jones & Davenport in Jones, Ehardt, Butynski, Davenport, Mpunga et al., 2005 ",28,1,Lophocebus kipunji Ehardt,, 2005 ,Rungwecebus Davenport
1234,genus,"Theropithecus I. Geoffroy Saint-Hilaire, 1843 ",24,0,Theropithecus I. Geoffroy Saint-Hilaire,, 1843 ,Papionini 
1235,genus,"Gelada Gray, 1843 ",26,1,Gelada Gray,, 1843 ,Papionini 
1236,genus,"Simopithecus Andrews, 1916 ",26,1,Simopithecus Andrews,, 1916 ,Papionini 
1237,species,"Theropithecus gelada (Rüppell, 1835) ",26,0,Theropithecus gelada ,Rüppell,1835,Theropithecus I. Geoffroy Saint-Hilaire
1238,subspecies,"Theropithecus gelada gelada (Rüppell, 1835) ",28,0,Theropithecus gelada gelada ,Rüppell,1835,Theropithecus gelada 
1239,species,"Gelada ruppelli Gray, 1843 ",30,1,Gelada ruppelli Gray,, 1843 ,Theropithecus gelada 
1240,species,"Theropithecus senex Pucheran, 1857 ",30,1,Theropithecus senex Pucheran,, 1857 ,Theropithecus gelada 
1241,subspecies,"Theropithecus gelada obscurus Heuglin, 1863 ",28,0,Theropithecus gelada obscurus Heuglin,, 1863 ,Theropithecus gelada 
1242,subfamily,"Colobinae Jerdon, 1867 ",20,0,Colobinae Jerdon,, 1867 ,Cercopithecidae Gray
1243,subfamily,"Presbytinae Gray, 1825 ",22,1,Presbytinae Gray,, 1825 ,Cercopithecidae Gray
1244,subfamily,"Semnopithecinae Owen, 1843 ",22,1,Semnopithecinae Owen,, 1843 ,Cercopithecidae Gray
1245,tribe,"Colobini Jerdon, 1867 ",22,0,Colobini Jerdon,, 1867 ,Colobinae Jerdon
1246,genus,"Colobus Illiger, 1811 ",24,0,Colobus Illiger,, 1811 ,Colobini Jerdon
1247,genus,"Colobolus Gray, 1821 ",26,1,Colobolus Gray,, 1821 ,Colobini Jerdon
1248,genus,"Guereza Gray, 1870 ",26,1,Guereza Gray,, 1870 ,Colobini Jerdon
1249,genus,"Pterycolobus Rochebrune, 1887 ",26,1,Pterycolobus Rochebrune,, 1887 ,Colobini Jerdon
1250,genus,"Stachycolobus Rochebrune, 1887 ",26,1,Stachycolobus Rochebrune,, 1887 ,Colobini Jerdon
1251,species,"Colobus angolensis Sclater, 1860 ",26,0,Colobus angolensis Sclater,, 1860 ,Colobus Illiger
1252,subspecies,"Colobus angolensis angolensis Sclater, 1860 ",28,0,Colobus angolensis angolensis Sclater,, 1860 ,Colobus angolensis Sclater
1253,subspecies,"Colobus angolensis sandbergi Lönnberg, 1908 ",30,1,Colobus angolensis sandbergi Lönnberg,, 1908 ,Colobus angolensis Sclater
1254,species,"Colobus benamakimae Matschie, 1914 ",30,1,Colobus benamakimae Matschie,, 1914 ,Colobus angolensis Sclater
1255,species,"Colobus maniemae Matschie, 1914 ",30,1,Colobus maniemae Matschie,, 1914 ,Colobus angolensis Sclater
1256,subspecies,"Colobus palliatus weynsi Matschie, 1913 ",30,1,Colobus palliatus weynsi Matschie,, 1913 ,Colobus angolensis Sclater
1257,subspecies,"Colobus angolensis cordieri Rahm, 1959 ",28,0,Colobus angolensis cordieri Rahm,, 1959 ,Colobus angolensis Sclater
1258,subspecies,"Colobus angolensis cottoni Lydekker, 1905 ",28,0,Colobus angolensis cottoni Lydekker,, 1905 ,Colobus angolensis Sclater
1259,subspecies,"Colobus mawambicus nahani Matschie, 1914 ",30,1,Colobus mawambicus nahani Matschie,, 1914 ,Colobus angolensis Sclater
1260,subspecies,"Colobus palliatus mawambicus Matschie, 1913 ",30,1,Colobus palliatus mawambicus Matschie,, 1913 ,Colobus angolensis Sclater
1261,subspecies,"Colobus angolensis palliatus Peters, 1868 ",28,0,Colobus angolensis palliatus Peters,, 1868 ,Colobus angolensis Sclater
1262,subspecies,"Colobus angolensis palliates Peters, 1868 ",30,1,Colobus angolensis palliates Peters,, 1868 ,Colobus angolensis Sclater
1263,species,"Colobus langheldi Matschie, 1914 ",30,1,Colobus langheldi Matschie,, 1914 ,Colobus angolensis Sclater
1264,subspecies,"Colobus angolensis prigoginei Verheyen, 1959 ",28,0,Colobus angolensis prigoginei Verheyen,, 1959 ,Colobus angolensis Sclater
1265,subspecies,"Colobus angolensis ruwenzorii Thomas, 1901 ",28,0,Colobus angolensis ruwenzorii Thomas,, 1901 ,Colobus angolensis Sclater
1266,species,"Colobus adolfi-friederici Matschie, 1914 ",30,1,Colobus adolfi-friederici Matschie,, 1914 ,Colobus angolensis Sclater
1267,species,"Colobus adolfifriederici Matschie, 1914 ",30,1,Colobus adolfifriederici Matschie,, 1914 ,Colobus angolensis Sclater
1268,subspecies,"Colobus angolensis sharpei Thomas, 1902 ",28,0,Colobus angolensis sharpei Thomas,, 1902 ,Colobus angolensis Sclater
1269,species,"Colobus sharpei Thomas, 1902 ",30,1,Colobus sharpei Thomas,, 1902 ,Colobus angolensis Sclater
1270,species,"Colobus caudatus Thomas, 1885 ",26,0,Colobus caudatus Thomas,, 1885 ,Colobus Illiger
1271,species,"Colobus albocaudatus Lydekker, 1906 ",28,1,Colobus albocaudatus Lydekker,, 1906 ,Colobus Illiger
1272,subspecies,"Colobus guereza caudatus Thomas, 1885 ",28,1,Colobus guereza caudatus Thomas,, 1885 ,Colobus Illiger
1273,species,"Colobus guereza Rüppell, 1835 ",26,0,Colobus guereza Rüppell,, 1835 ,Colobus Illiger
1274,subspecies,"Colobus guereza dodingae Matschie, 1913 ",28,0,Colobus guereza dodingae Matschie,, 1913 ,Colobus guereza Rüppell
1275,subspecies,"Colobus guereza gallarum Neumann, 1902 ",28,0,Colobus guereza gallarum Neumann,, 1902 ,Colobus guereza Rüppell
1276,subspecies,"Colobus guereza guereza Rüppell, 1835 ",28,0,Colobus guereza guereza Rüppell,, 1835 ,Colobus guereza Rüppell
1277,subspecies,"Colobus abyssinicus poliurus Thomas, 1901 ",30,1,Colobus abyssinicus poliurus Thomas,, 1901 ,Colobus guereza Rüppell
1278,subspecies,"Colobus poliurus managaschae Matschie, 1913 ",30,1,Colobus poliurus managaschae Matschie,, 1913 ,Colobus guereza Rüppell
1279,species,"Guereza ruppelli Gray, 1870 ",30,1,Guereza ruppelli Gray,, 1870 ,Colobus guereza Rüppell
1280,species,"Lemur abyssinicus Oken, 1816 ",30,1,Lemur abyssinicus Oken,, 1816 ,Colobus guereza Rüppell
1281,subspecies,"Colobus guereza kikuyuensis Lönnberg, 1912 ",28,0,Colobus guereza kikuyuensis Lönnberg,, 1912 ,Colobus guereza Rüppell
1282,subspecies,"Colobus caudatus laticeps Matschie, 1913 ",30,1,Colobus caudatus laticeps Matschie,, 1913 ,Colobus guereza Rüppell
1283,subspecies,"Colobus caudatus thikae Matschie, 1913 ",30,1,Colobus caudatus thikae Matschie,, 1913 ,Colobus guereza Rüppell
1284,subspecies,"Colobus guereza matschiei Neumann, 1899 ",28,0,Colobus guereza matschiei Neumann,, 1899 ,Colobus guereza Rüppell
1285,subspecies,"Colobus abyssinicus elgonis Granvik, 1925 ",30,1,Colobus abyssinicus elgonis Granvik,, 1925 ,Colobus guereza Rüppell
1286,subspecies,"Colobus abyssinicus roosevelti Heller, 1913 ",30,1,Colobus abyssinicus roosevelti Heller,, 1913 ,Colobus guereza Rüppell
1287,subspecies,"Colobus guereza occidentalis (de Rochebrune, 1887) ",28,0,Colobus guereza occidentalis ,de Rochebrune,1887,Colobus guereza Rüppell
1288,subspecies,"Colobus abyssinicus terrestris Heller, 1913 ",30,1,Colobus abyssinicus terrestris Heller,, 1913 ,Colobus guereza Rüppell
1289,species,"Colobus escherichi Matschie, 1914 ",30,1,Colobus escherichi Matschie,, 1914 ,Colobus guereza Rüppell
1290,subspecies,"Colobus matschiei brachychaites Matschie, 1913 ",30,1,Colobus matschiei brachychaites Matschie,, 1913 ,Colobus guereza Rüppell
1291,subspecies,"Colobus matschiei dianae Matschie, 1913 ",30,1,Colobus matschiei dianae Matschie,, 1913 ,Colobus guereza Rüppell
1292,subspecies,"Colobus matschiei uellensis Matschie, 1913 ",30,1,Colobus matschiei uellensis Matschie,, 1913 ,Colobus guereza Rüppell
1293,subspecies,"Colobus occidentalis ituricus Matschie, 1913 ",30,1,Colobus occidentalis ituricus Matschie,, 1913 ,Colobus guereza Rüppell
1294,subspecies,"Colobus occidentalis rutschuricus Lorenz, 1914 ",30,1,Colobus occidentalis rutschuricus Lorenz,, 1914 ,Colobus guereza Rüppell
1295,subspecies,"Colobus guereza percivali Heller, 1913 ",28,0,Colobus guereza percivali Heller,, 1913 ,Colobus guereza Rüppell
1296,species,"Colobus polykomos (Zimmermann, 1780) ",26,0,Colobus polykomos ,Zimmermann,1780,Colobus Illiger
1297,species,"Simia comosa Shaw, 1800 ",28,1,Simia comosa Shaw,, 1800 ,Colobus Illiger
1298,species,"Simia polycomos Schreber, 1800 ",28,1,Simia polycomos Schreber,, 1800 ,Colobus Illiger
1299,species,"Simia regalis Kerr, 1792 ",28,1,Simia regalis Kerr,, 1792 ,Colobus Illiger
1300,species,"Simia tetradactyla Link, 1795 ",28,1,Simia tetradactyla Link,, 1795 ,Colobus Illiger
1301,species,"Colobus satanas Waterhouse, 1838 ",26,0,Colobus satanas Waterhouse,, 1838 ,Colobus Illiger
1302,subspecies,"Colobus satanas anthracinus (LeConte, 1857) ",28,0,Colobus satanas anthracinus ,LeConte,1857,Colobus satanas Waterhouse
1303,species,"Stachycolobus limbarenicus Matschie, 1917 ",30,1,Stachycolobus limbarenicus Matschie,, 1917 ,Colobus satanas Waterhouse
1304,species,"Stachycolobus municus Matschie, 1917 ",30,1,Stachycolobus municus Matschie,, 1917 ,Colobus satanas Waterhouse
1305,species,"Stachycolobus zenkeri Matschie, 1917 ",30,1,Stachycolobus zenkeri Matschie,, 1917 ,Colobus satanas Waterhouse
1306,subspecies,"Colobus satanas satanas Waterhouse, 1838 ",28,0,Colobus satanas satanas Waterhouse,, 1838 ,Colobus satanas Waterhouse
1307,species,"Colobus metternichi Krumbiegel, 1943 ",30,1,Colobus metternichi Krumbiegel,, 1943 ,Colobus satanas Waterhouse
1308,species,"Colobus vellerosus (I. Geoffroy Saint-Hilaire, 1834) ",26,0,Colobus vellerosus ,I. Geoffroy Saint-Hilaire,1834,Colobus Illiger
1309,species,"Colobus leucomeros Ogilby, 1838 ",28,1,Colobus leucomeros Ogilby,, 1838 ,Colobus Illiger
1310,subspecies,"Colobus polykomos dollmani Schwarz, 1927 ",28,1,Colobus polykomos dollmani Schwarz,, 1927 ,Colobus Illiger
1311,species,"Colobus ursinus Ogilby, 1835 ",28,1,Colobus ursinus Ogilby,, 1835 ,Colobus Illiger
1312,species,"Semnopithecus bicolor Wesmael, 1835 ",28,1,Semnopithecus bicolor Wesmael,, 1835 ,Colobus Illiger
1313,genus,"Piliocolobus Rochebrune, 1877 ",24,0,Piliocolobus Rochebrune,, 1877 ,Colobini Jerdon
1314,genus,"Tropicolobus Rochebrune, 1887 ",26,1,Tropicolobus Rochebrune,, 1887 ,Colobini Jerdon
1315,species,"Piliocolobus badius (Kerr, 1792) ",26,0,Piliocolobus badius ,Kerr,1792,Piliocolobus Rochebrune
1316,species,"Colobus ferruginosus É. Geoffroy Saint-Hilaire, 1812 ",28,1,Colobus ferruginosus É. Geoffroy Saint-Hilaire,, 1812 ,Piliocolobus Rochebrune
1317,species,"Colobus rufoniger Ogilby, 1838 ",28,1,Colobus rufoniger Ogilby,, 1838 ,Piliocolobus Rochebrune
1318,species,"Procolobus badius (Kerr, 1792) ",28,1,Procolobus badius ,Kerr,1792,Piliocolobus Rochebrune
1319,species,"Simia ferruginea Shaw, 1800 ",28,1,Simia ferruginea Shaw,, 1800 ,Piliocolobus Rochebrune
1320,subspecies,"Piliocolobus badius badius (Kerr, 1792) ",28,0,Piliocolobus badius badius ,Kerr,1792,Piliocolobus badius 
1321,subspecies,"Piliocolobus badius temminckii (Kuhl, 1820) ",28,0,Piliocolobus badius temminckii ,Kuhl,1820,Piliocolobus badius 
1322,species,"Colobolus fuliginosus Ogilby, 1835 ",30,1,Colobolus fuliginosus Ogilby,, 1835 ,Piliocolobus badius 
1323,species,"Colobus rufo-fuliginus Ogilby, 1838 ",30,1,Colobus rufo-fuliginus Ogilby,, 1838 ,Piliocolobus badius 
1324,species,"Colobus rufofuliginus Ogilby, 1838 ",30,1,Colobus rufofuliginus Ogilby,, 1838 ,Piliocolobus badius 
1325,species,"Piliocolobus temminckii (Kuhl, 1820) ",30,1,Piliocolobus temminckii ,Kuhl,1820,Piliocolobus badius 
1326,species,"Piliocolobus bouvieri Rochebrune, 1887 ",26,0,Piliocolobus bouvieri Rochebrune,, 1887 ,Piliocolobus Rochebrune
1327,species,"Colobus likualae Matschie, 1914 ",28,1,Colobus likualae Matschie,, 1914 ,Piliocolobus Rochebrune
1328,subspecies,"Piliocolobus pennantii bouvieri Rochebrune, 1887 ",28,1,Piliocolobus pennantii bouvieri Rochebrune,, 1887 ,Piliocolobus Rochebrune
1329,species,"Piliocolobus epieni (Grubb & Powell, 1999) ",26,0,Piliocolobus epieni ,Grubb & Powell,1999,Piliocolobus Rochebrune
1330,subspecies,"Piliocolobus pennantii epieni (Grubb & Powell, 1999) ",28,1,Piliocolobus pennantii epieni ,Grubb & Powell,1999,Piliocolobus Rochebrune
1331,species,"Piliocolobus foai (de Pousargues, 1899) ",26,0,Piliocolobus foai ,de Pousargues,1899,Piliocolobus Rochebrune
1332,species,"Colobolus multicolor Lorenz, 1914 ",28,1,Colobolus multicolor Lorenz,, 1914 ,Piliocolobus Rochebrune
1333,species,"Colobus graueri Dollman, 1909 ",28,1,Colobus graueri Dollman,, 1909 ,Piliocolobus Rochebrune
1334,species,"Colobus langi J. A. Allen, 1925 ",28,1,Colobus langi J. A. Allen,, 1925 ,Piliocolobus Rochebrune
1335,species,"Colobus variabilis Lorenz, 1914 ",28,1,Colobus variabilis Lorenz,, 1914 ,Piliocolobus Rochebrune
1336,species,"Piliocolobus anzeliusi Matschie, 1914 ",28,1,Piliocolobus anzeliusi Matschie,, 1914 ,Piliocolobus Rochebrune
1337,subspecies,"Piliocolobus ellioti melanochir Matschie, 1914 ",28,1,Piliocolobus ellioti melanochir Matschie,, 1914 ,Piliocolobus Rochebrune
1338,subspecies,"Piliocolobus foai ellioti (Dollman, 1909) ",28,1,Piliocolobus foai ellioti ,Dollman,1909,Piliocolobus Rochebrune
1339,subspecies,"Piliocolobus foai foai (de Pousargues, 1899) ",28,1,Piliocolobus foai foai ,de Pousargues,1899,Piliocolobus Rochebrune
1340,species,"Piliocolobus kabambarei Matschie, 1914 ",28,1,Piliocolobus kabambarei Matschie,, 1914 ,Piliocolobus Rochebrune
1341,species,"Piliocolobus gordonorum (Matschie, 1900) ",26,0,Piliocolobus gordonorum ,Matschie,1900,Piliocolobus Rochebrune
1342,species,"Piliocolobus kirkii (Gray, 1868) ",26,0,Piliocolobus kirkii ,Gray,1868,Piliocolobus Rochebrune
1343,species,"Piliocolobus langi (J. A. Allen, 1925) ",26,0,Piliocolobus langi ,J. A. Allen,1925,Piliocolobus Rochebrune
1344,species,"Piliocolobus lulindicus Matschie, 1914 ",26,0,Piliocolobus lulindicus Matschie,, 1914 ,Piliocolobus Rochebrune
1345,species,"Piliocolobus oustaleti (Trouessart, 1906) ",26,0,Piliocolobus oustaleti ,Trouessart,1906,Piliocolobus Rochebrune
1346,species,"Colobus brunneus Lönnberg, 1919 ",28,1,Colobus brunneus Lönnberg,, 1919 ,Piliocolobus Rochebrune
1347,species,"Colobus nigrimanus Trouessart, 1906 ",28,1,Colobus nigrimanus Trouessart,, 1906 ,Piliocolobus Rochebrune
1348,species,"Colobus powelli Matschie, 1913 ",28,1,Colobus powelli Matschie,, 1913 ,Piliocolobus Rochebrune
1349,species,"Colobus schubotzi Matschie, 1914 ",28,1,Colobus schubotzi Matschie,, 1914 ,Piliocolobus Rochebrune
1350,species,"Colobus umbrinus Matschie, 1914 ",28,1,Colobus umbrinus Matschie,, 1914 ,Piliocolobus Rochebrune
1351,subspecies,"Piliocolobus foai oustaleti (Trouessart, 1906) ",28,1,Piliocolobus foai oustaleti ,Trouessart,1906,Piliocolobus Rochebrune
1352,species,"Piliocolobus parmentieri (Colyn & Verheyen, 1987) ",26,0,Piliocolobus parmentieri ,Colyn & Verheyen,1987,Piliocolobus Rochebrune
